PersonId,EducationId,Start,End,Certificate,Specialization,Field,InstitutionLocation,InstitutionTitle,Title
7,49,1/1/2005 0:00,12/31/2005 0:00,,,,,,"ERNI Verhaltenstraining: DISG-Modell, Persönlichkeitstraining"
7,50,1/1/2004 0:00,12/31/2004 0:00,,,,,,Seminar über Kommunikation und Konfliktmanagement
7,51,1/1/2003 0:00,12/31/2003 0:00,,,,,,"Seminare im Bereich Anforderungsspezifikation, Rational Unified Prozess und Agile Methoden"
7,52,6/1/2009 0:00,5/30/2010 0:00,"Certified NLP-Practitioner, IANLP",,,"NLP Akademie, Winterhtur",Die Ausbildung trainiert soziale und emotionale Kompetenz und die Fähigkeiten im Selbst- und Fremdcoaching,Wahrnehmung & Kommunikation (NLP - Neuro-Linguistischen Programmieren)
7,53,11/17/2010 0:00,5/22/2011 0:00,In Ausbildung,,,"NLP Akademie, Winterthur","Training zur Begleitung von Persönlichkeitsentwicklung, Ziel- u. ressourcenorientierte Gesprächsführung, Teamprozesse",Analyse und Coaching - NLP Master
7,54,1/1/2008 0:00,12/31/2008 0:00,,,,"Leading Simple, Grundl Akademie","Führungssystems, bestehend aus Methoden, Aufgaben und Verantwortungen einer Führungskraft. Das Training bestand aus Teamtrainings und Einzelcoaching mit einem Führungs-Coach (80 Std)",Leading Simple Training
7,55,1/1/2008 0:00,12/31/2008 0:00,,,,Ellen Gottesdiener Consulting,"Das 3-tägige Seminar für Workshop-Moderation vermittelt Methoden, Techniken und Tools eines professionellen Workshop-Moderators",Workshop Fascilitation for Joined Application Design
7,56,9/1/2003 0:00,8/31/2008 0:00,,,,,,"Jährliches ERNI Verhaltenstraining über Kommunikation, Stressbewältigung, Account-Management usw."
7,57,9/1/1986 0:00,8/31/1992 0:00,Dipl. El. Ing. ETH,,Elektrotechnik,,,Studium an der ETH Zürich
8,58,1/1/2008 0:00,1/1/2008 0:00,,,,,,Process Management Design Methode nach Schnetzer Consulting
8,59,1/1/2008 0:00,1/1/2008 0:00,,,,,,Führungsseminar „Leading Simple“ mit Boris Grundl
8,60,1/1/2006 0:00,1/1/2007 0:00,,,,,,Verschiedene Verkaufstrainings mit Starcom
8,61,1/1/2007 0:00,1/1/2007 0:00,,,,,,ZfU-Trendforum: Enterprise Risk Management
8,62,1/1/2006 0:00,1/1/2006 0:00,,,,,,ERNI College: Project Management Advanced
8,63,1/1/2006 0:00,1/1/2006 0:00,,,,,,Verhaltenstraining nach DISG-Methode
8,64,1/1/2005 0:00,1/1/2005 0:00,,,,,,CMMI-Grundlagen mit Tim Kasse
8,65,1/1/1998 0:00,1/1/1998 0:00,,,,,,Intensiv-Seminar (HP Management Academy) am INSEAD in Fontainebleau/Paris
8,66,1/1/1994 0:00,1/1/1995 0:00,,,,,,"Nachdiplomstudium an der Kaderschule St. Gallen; Abschluss als Wirtschaftsing. STV, Vertiefungsrichtung Dienstleistungsmanagemen"
8,67,1/1/1987 0:00,1/1/1990 0:00,,,,,,"Studium am Technikum Brugg-Windisch, Abteilung Informatik; Abschluss als Dipl. Informatik Ing. HTL"
10,69,9/1/1990 0:00,8/31/1994 0:00,,,,,,Berufslehre als Elektromonteur bei Siemens Albis AG
10,70,1/1/2005 0:00,12/31/2007 0:00,,,,,,MBA IMC (International Management Consulting)
10,71,1/1/2006 0:00,12/31/2006 0:00,,,,,,Projekt Management Ausbildung IPMA Level D
10,72,1/1/2005 0:00,12/31/2005 0:00,,,,,,"ERNI Verhaltenstraining: DISG-Modell, Persönlichkeitstraining"
10,73,1/1/2004 0:00,12/31/2004 0:00,,,,,,ERNI Education Camp: UML 2.0 und Motivations-Theorie „fish“ 
10,74,1/1/2004 0:00,12/31/2004 0:00,,,,,,ERNI Verhaltenstraining: Dale Carnegie Grundlagentraining 
10,75,9/1/2000 0:00,8/31/2003 0:00,,,,,,Kommunikation und Informatik Studium an der Zürcher Hochschule Winterthur 
10,76,9/1/1996 0:00,8/31/1997 0:00,,,,,,Vollzeit Berufsmatura an der Berufsschule für Weiterbildung Zürich
11,77,7/7/2009 0:00,7/7/2009 0:00,NULL,NULL,,NULL,NULL,"Führungstraining und -coaching, Bruno Giger, Hergiswil"
11,78,7/7/2008 0:00,9/1/2008 0:00,NULL,NULL,,NULL,NULL,"Introduction to the CMMI Version 1.2, WIBAS IT Maturity Services"
11,79,1/1/2008 0:00,1/1/2008 0:00,NULL,NULL,,NULL,NULL,"Zertifizierung zum „Certified Project Manager IPMA Level C“, VZPM, 8152 Glattbrugg"
11,80,1/1/2007 0:00,1/1/2007 0:00,NULL,NULL,,NULL,NULL,"Projektmanagement-Schulung (SPOL AG, Steinhausen)"
11,81,1/1/2006 0:00,1/1/2006 0:00,NULL,NULL,,NULL,NULL,Requirements Engineering-Schulung (Swiss ICT)
11,82,7/1/2005 0:00,7/7/2005 0:00,NULL,NULL,,NULL,NULL,Verhaltenstraining nach DISG-Methode
11,83,1/1/1997 0:00,1/1/1997 0:00,NULL,NULL,,NULL,NULL,Projektmanagement-Schulung (IBM)
11,84,1/1/1986 0:00,1/1/1990 0:00,NULL,NULL,,NULL,NULL,"Höhere Wirtschafts- und Verwaltungsschule, Zürich. Diplom als Betriebsökonom HWV "
11,85,1/1/1980 0:00,1/1/1980 0:00,NULL,NULL,,NULL,NULL,Praktikum in Frankreich
11,86,1/1/1977 0:00,1/1/1980 0:00,NULL,NULL,,NULL,NULL,Ausbildung zum kaufmännischen Angestellten 
11,87,1/1/1976 0:00,1/1/1977 0:00,NULL,NULL,,NULL,NULL,"Handelsschule Institut Minerva, Zürich"
12,88,4/1/2007 0:00,2/1/2009 0:00,,,,,,"Diverse Microsoft MSDN TechTalk Seminare  (SCRUM and VSTS, ADO.NET Entity Framework, Silverlight, OBA, LINQ, WF)"
12,89,1/1/2008 0:00,4/1/2008 0:00,,,,,,Entwicklungskonferenz TechDays 2008 von Microsoft
12,90,1/1/2007 0:00,4/1/2007 0:00,,,,,,Zertifizierung zum Certified Professional for Requirements Engineering
12,91,1/1/2007 0:00,1/1/2007 0:00,,,,,,ERNI College „SOA – Von Anspruch zur Wirklichkeit“
12,92,1/1/2007 0:00,1/1/2007 0:00,,,,,,Entwicklungskonferenz TechDays 2007 von Microsoft
12,93,1/1/2006 0:00,4/1/2006 0:00,,,,,,ERNI Education: Rolle des SW-Architekten
12,94,1/1/2006 0:00,4/1/2006 0:00,,,,,,"ERNI Verhaltenstraining: DISG-Modell, Persönlichkeitstraining"
12,95,1/1/2006 0:00,4/1/2006 0:00,,,,,,ERNI Education: Design Patterns
12,96,1/1/2006 0:00,1/1/2006 0:00,,,,,,ERNI Education Camp: Ausübung RUP mit Rolle als SW-Architekt
12,97,9/1/2003 0:00,8/31/2004 0:00,Nachdiplomstudium,,,,,"Nachdiplomstudium, NDS Informatik,  FH-Zürich"
12,98,9/1/1996 0:00,8/31/1999 0:00,Diplomstudium,,,,,"Diplomstudium, Elektrotechnik, FH-Aargau Brugg-Windisch"
12,99,1/1/2009 0:00,3/31/2011 0:00,,,,,,"Master of Advanced Studies, MAS Innovation Engineering, FH-Zürich"
12,100,3/8/2010 0:00,3/9/2010 0:00,,,,,,.NET WPF Kurs
12,101,5/1/2009 0:00,11/2/2009 0:00,,,,,,ERNI Senior Programm
13,102,1/1/2008 0:00,1/1/2008 0:00,,,,,,Leading Simple – Erfolgreich führen mit System (Seminarreihe)
13,103,1/1/2007 0:00,1/1/2007 0:00,,,,,,WEKA Fachkongress “Internes Kontrollsystem (IKS)”
13,104,1/1/2007 0:00,1/1/2007 0:00,,,,,,Anwenderforum eHealth 2007
13,105,1/1/2007 0:00,1/1/2007 0:00,,,,,,SEI Introduction to CMMI
13,106,1/1/2006 0:00,1/1/2007 0:00,,,,,,Nachdiplomstudium Executive Master of Business Analysis mit Schwerpunkt Business Process Engineering
13,107,1/1/2007 0:00,1/1/2007 0:00,,,,,,ERNI Führungstraining: Delegation
13,108,1/1/2006 0:00,1/1/2006 0:00,,,,,,"ERNI Verhaltenstraining: DISG-Modell, Persönlichkeitstraining"
13,109,1/1/2006 0:00,1/1/2006 0:00,,,,,,ERNI College: Requirements Engineering
13,110,1/1/2006 0:00,1/1/2006 0:00,,,,,,ERNI College: Project Management
13,111,1/1/2006 0:00,1/1/2006 0:00,,,,,,ERNI College: Process Improvement (Schwerpunkt CMMi)
13,112,1/1/2004 0:00,1/1/2004 0:00,,,,,,Mgmt. Development Programm: Interner Kurs für Führungskräfte
13,113,1/1/2004 0:00,1/1/2004 0:00,,,,,,"Business English Certificate (Higher, Grade A)"
13,114,1/1/2001 0:00,1/1/2001 0:00,,,,,,"Regelmässiger jährlicher Besuch von Entwicklungskonferenzen wie die Microsoft TechEd, die Basta und die DevDays in der Schweiz"
13,115,1/1/1999 0:00,1/1/1999 0:00,Mathematik und Volkswirtschaftslehre,,,,,Abschluss in Informatik: Philosophisch-naturwissenschaftlichen Fakultät der Universität Bern Nebenfächer
13,116,8/23/2010 0:00,8/27/2010 0:00,Testat,,,ZH,Zfu,Fernseminar Strategisches Risikomanagement und Unternehmensführung 
13,117,2/14/2008 0:00,2/14/2009 0:00,EMBA,,,Zürich,PHW,Executive MBA in strategischem Management
13,118,1/1/2005 0:00,1/1/2005 0:00,,,,,,"TechnoCircle Trivadis, New Features ASP.NET 2.0 und .NET Framework 2.0"
13,119,1/1/2005 0:00,1/1/2005 0:00,,,,,,Requirements Gathering mit Sparx EA bei Fuchs Informatik
13,120,1/1/2004 0:00,1/1/2004 0:00,,,,,,IT Architect Forum „Capability Mapping und Biz Talk Server 2004”
13,121,2/14/2006 0:00,2/14/2008 0:00,,,,Zürich,IFA,NDS in Business Analyse
14,122,1/1/2009 0:00,1/1/2009 0:00,,,,,,ISTQB® / SAQ Certified Software Tester - Foundation Level
14,123,1/1/2007 0:00,1/1/2007 0:00,,,,,,"ERNI Education Camp – „Iterativ, inkrementelles Vorgehen“ als Test Manager"
14,124,1/1/2006 0:00,1/1/2006 0:00,,,,,,ERNI Verhaltenstraining: DISC-Modell
14,125,1/1/2005 0:00,1/1/2005 0:00,,,,,,Kurs „Nicht-lineare Dynamik für Ingenieure“ an der FH Aargau 
14,126,1/1/2004 0:00,1/1/2004 0:00,,,,,,Schulung CAN/CANopen bei CiA (CAN in Automation) in Erlangen (GER)
14,127,1/1/2004 0:00,1/1/2004 0:00,,,,,,Kurs „Programmierung und Architektur von Motorola DSP56F8xx/DSP568xx“ bei HILF! GmbH in Oberhaching (GER)
14,128,1/1/1999 0:00,1/1/2002 0:00,,,,,,Informatik-Ingenieur-Studium an der HTA Luzern in Horw
14,129,1/1/2001 0:00,1/1/2001 0:00,,,,,,1. Semester an der CISCO Networking Academy of Central Switzerland in Horw
14,130,1/1/1997 0:00,1/1/1998 0:00,,,,,,1. und 2. Semester der Ausbildung zum Elektro-Ingenieur an der Hochschule Wallis in Sitten
14,131,1/1/1993 0:00,1/1/1997 0:00,,,,,,Technische Berufsmatura an der Gewerbeschule Visp
14,132,1/1/1993 0:00,1/1/1997 0:00,,,,,,Ausbildung zum Vermessungszeichner
16,133,1/1/2008 0:00,7/1/2008 0:00,,,,,,IPMA Level D - Certified Project Management Associate
16,134,1/1/2007 0:00,12/31/2007 0:00,,,,,,ERNI Verhaltenstraining: DISG-Modell
16,135,1/1/2007 0:00,12/31/2007 0:00,,,,,,ERNI College „SOA – Von Anspruch zur Wirklichkeit“
16,136,1/1/2007 0:00,12/31/2007 0:00,,,,,,"IREB, Certified Professional for Requirements Engineering, Foundation Level"
16,137,9/1/2001 0:00,8/31/2004 0:00,Abschluss als Dipl. Informatik FH ,,(Schwerpunkt SW-Entwicklung),,,Studium der Infomatik (Schwerpunkt SW-Entwicklung)
16,138,9/1/1997 0:00,8/31/2001 0:00,,,,,,Berufslehre als Informatiker mit Berufsmatura
17,139,1/1/2008 0:00,7/1/2008 0:00,,,,,,IREB / SAQ Certified Professional for Requirements Engineering – Foundation Level
17,140,1/1/2002 0:00,12/31/2007 0:00,,,,,,"Diverse Weiterbildungskurse (.NET, SOA, etc.)"
17,141,8/1/1994 0:00,7/31/1998 0:00,,,,,,Lehre als Elektroniker inkl. Berufsmatura
17,142,11/1/1999 0:00,12/31/2002 0:00,,,Elektronik und Automation,,,Studium an der Fachhochschule Nordwestschweiz
17,143,4/1/2007 0:00,8/31/2007 0:00,Certificate of Advanced Studies,,Systemisches Projektmanagement,,Fachhochschule Bern,Nachdiplomkurs (CAS) Systemisches Projektmanagement
17,144,2/1/2007 0:00,3/31/2007 0:00,,,,,,"ERNI Verhaltenstraining: DISG-Modell, Persönlichkeitstraining"
17,145,2/1/2008 0:00,11/30/2008 0:00,,,,,,ERNI Senior Förderprogramm
17,146,10/1/2007 0:00,3/31/2009 0:00,,,,,,"MAS (Master of Advanced Studies) for Medical Informatics Management, Managementzentrum der Berner Fachhochschule"
17,147,5/1/2009 0:00,4/30/2010 0:00,Certificate of Advanced Studies,,Betriebswirtschaft,Bern,Berner Fachhochschule,CAS Betriebswirtschaft
17,148,10/11/2010 0:00,10/12/2010 0:00,HSPTP,,Projektmanagement,Kirchberg,Swiss Association for Quality,HERMES Swiss Project Team Professional
18,149,1/1/2008 0:00,1/1/2008 0:00,,,,,,Kurs Requirements Analysis Modelling (ebg Consulting)
18,150,1/1/2006 0:00,1/1/2006 0:00,,,,,,Kurs Requirements Engineering (Fuchs Informatik)
18,151,1/1/2001 0:00,1/1/2005 0:00,,,,,,"Informatikstudium mit Schwerpunkt SW Engineering, Hochschule für Technik, Rapperswil HSR"
18,152,1/1/2003 0:00,1/1/2003 0:00,,,,,,Cisco Certified Network Associate CCNA
18,153,1/1/2002 0:00,1/1/2002 0:00,,,,,,Kahler Communication: Process Communication Model Seminar
18,154,1/1/1997 0:00,1/1/2001 0:00,,,,,,Elektronikerlehre (Fachrichtung Software)
18,155,1/20/2008 0:00,2/1/2008 0:00,,,,,,Certified Project Manager IPMA Level D
18,156,11/17/2009 0:00,11/19/2009 0:00,,,,,,IREB® / SAQ Certified Professional for Requirements Engineering – Foundation Level
18,157,4/29/2010 0:00,4/30/2010 0:00,,,,,,Certified Scrum Master
19,158,6/9/2010 0:00,6/10/2010 0:00,,,,,,Certified Scrum Master
19,159,11/6/2008 0:00,11/7/2008 0:00,,,,,,ERNI Beförderungsprogramm zum Senior Software Engineer
19,160,1/1/2008 0:00,7/1/2008 0:00,,,,,,PMA Level D Zertifizierung
19,161,1/1/2007 0:00,12/31/2007 0:00,,,,,,"ERNI Education Camp: Training Fachkompetenz, Requirement Engineering"
19,162,1/1/2007 0:00,12/31/2007 0:00,,,,,,"ERNI Verhaltenstraining: DISG-Modell, Persönlichkeitstraining"
19,163,1/1/2007 0:00,7/1/2007 0:00,,,Requirement Engineering,,,"ERNI Education Camp: Training Fachkompetenz, Requirement Engineering"
19,164,1/1/2006 0:00,12/31/2006 0:00,,,,,,Grundlagen der objektorientierten Softwareentwicklung (Digicomp)
19,165,9/1/2002 0:00,8/31/2006 0:00,,,Specialization Computer Engineering,,St. Gallen,"Studium an der Fachhochschule , Vertiefungsrichtung Technische Informatik"
19,166,1/1/2003 0:00,12/31/2003 0:00,,,,,,MFC Fundamentals Using (Digicomp)
19,167,1/1/1992 0:00,12/31/1998 0:00,,,,,,Lehrerseminar Rorschach
20,168,1/1/2008 0:00,4/1/2008 0:00,,,,,,„Leading Simple“ Führungskurse (Grundl)
20,169,1/1/2007 0:00,4/1/2007 0:00,,,,,,IREB / SAQ Certified Professional for Requirements Engineering – Foundation Leve
20,170,9/1/2004 0:00,8/31/2006 0:00,,,,,,Nachdiplomstudium Fachdidaktik (ETH Zürich)
20,171,1/1/2003 0:00,3/1/2003 0:00,,,,,,Kurs Mitarbeiterführung (BWI)
20,172,1/1/2002 0:00,4/1/2002 0:00,,,,,,Kurs C++ für Programmierer (Digicomp)
20,173,1/1/2002 0:00,4/1/2002 0:00,,,,,,"Kurs „Konflikt als Chance“ (Trigon/Dreifach, O.Martin, M. Bolliger)"
20,174,1/1/2002 0:00,2/1/2002 0:00,,,,,,Kurs Kommunikative Kompetenz ( IAP)
20,175,9/1/1999 0:00,8/31/2000 0:00,,,Fachdidaktik,,,Nachdiplomstudium ETH Zürich
20,176,1/1/2000 0:00,4/1/2000 0:00,,,,,,"Einführung in UML (Originate, M. Huber)"
20,177,9/1/1987 0:00,8/31/1993 0:00,Elektroingenieur,,,,,Studium Elektrotechnik an der ETH Zürich
21,178,1/1/2007 0:00,12/31/2007 0:00,,,,,,ISTQB® / SAQ Certified Software Tester - Foundation Level
21,180,4/17/2010 0:00,4/20/2012 0:00,Executive Master in Business Administration FH,International Management,Business Administration,Zürich,Kalaidos Fachhochschule,Executive MBA FH
21,181,7/14/2008 0:00,7/16/2008 0:00,,,,,,ERNI Kurs zu Projektmanagement nach IPMA: 3 Tage Ausbildung für IPMA Level C Diplom
21,182,1/1/2007 0:00,12/31/2007 0:00,,,,,,Sitzmann Persönlichkeitstraining nach DISG Modell
21,183,7/13/2007 0:00,7/13/2007 0:00,,,,,,ERNI Education-Camp: 3 Tage Projektsimulation als Projektleiter nach RUP
21,184,9/1/2001 0:00,8/31/2004 0:00,Abschluss Ingenieur FH,,Kommunikation und Informatik,,,Fachhochschule Winterthur
22,185,1/1/2008 0:00,7/1/2008 0:00,,,,,,CMMI Einführungskurs
22,186,1/1/2007 0:00,7/1/2007 0:00,,,,,,Verhaltentraining nach DISG
22,187,4/29/2010 0:00,4/30/2010 0:00,,,,,,SCRUM Master Zertifizierung
22,188,10/15/1996 0:00,3/15/1999 0:00,,,,,Universität St. Gallen (HSG),Grundstudium der Rechts- und Wirtschaftswissenschaften
22,189,10/15/2002 0:00,11/30/2006 0:00,,,,,Fachhochschule Nordwestschweiz,"Studium der angewandten Informatik, Internet Engineering und E-Business"
23,190,1/1/2007 0:00,1/1/2007 0:00,,,,,,ERNI Verhaltenstraining: DISG-Modell
23,191,1/1/1999 0:00,1/1/2004 0:00,,,,,,Abschluss Studium in Wirtschaftsinformatik Uni Zürich (Schwerpunkt Requirements Engineering)
23,192,1/1/2008 0:00,1/1/2008 0:00,,,,,,"Facilitated JAD (Joint Application Design) Workshop Training (Get the Right Stuff, Fast Using Facilitated JAD Workshops)"
23,193,1/1/2008 0:00,1/1/2008 0:00,,,,,,IREB / SAQ Certified Professional for Requirements Engineering – Foundation Level
23,194,1/1/2010 0:00,1/2/2010 0:00,,,,,,Certified Scrum Master
25,195,1/1/2008 0:00,12/31/2008 0:00,,,,,,Verhaltens- und Persönlichkeitstraining nach DISG-Modell 
25,196,1/1/2008 0:00,12/31/2008 0:00,,,,,,„Requirements Boot Camp“ Kurs nach construx 
25,197,1/1/2008 0:00,12/31/2008 0:00,,,,,,„Facilitated Workshop Training“ Kurs von EGB Consulting 
25,198,8/1/2006 0:00,5/1/2008 0:00,,,,,,"Kurse im Bereich Kommunikation , Marketing, Internet –Technologien (Advico Y&R | Futurecom Interactive AG)"
25,199,8/1/2002 0:00,12/31/2005 0:00,,Präsentations- und Verkaufsschulungen,Oracle Datenbank & Tools Einführung und Vertiefung,"Interne Kurse im Bereich Kommunikation , Marketing, Internet -Technologien",,"Lehrgang Informatik NDS, Hochschule für Technik und Architektur: IBM DB2 Tuning und Performance, Rational Rose Einführung"
25,200,6/1/2000 0:00,1/1/2001 0:00,,,,,IFA (Lehrgang Swisscom Directories AG),Ausbildung zum Junior Software-Entwickler
25,201,1/1/1996 0:00,12/30/1998 0:00,,,,,,Mehrmaliges Praktikum SF Emmen (Einkauf)
25,202,9/1/1996 0:00,8/31/1997 0:00,,,,,Universität Bern,Grundstudium Wirtschaftswissenschaften
25,203,9/1/1998 0:00,5/31/2000 0:00,,,,,,Ausbildung zum Flugverkehrsleiter Swisscontrol/Luftwaffe
25,204,5/1/2008 0:00,5/1/2008 0:00,Zertifizierung durch Swiss Association for Quality (SAQ),,,,Kurs durch SOPHIST.de,„Certified Professional Requirements Engineer“ 
25,205,6/9/2010 0:00,6/10/2010 0:00,,NULL,NULL,NULL,,"Scrum Alliance ""Scrum Master"" Certification; Scrum Alliance; Scrum Master"
26,207,9/27/2007 0:00,10/1/2007 0:00,,,,,,ERNI Verhaltenstraining: DISG-Modell
26,208,3/11/2002 0:00,3/11/2007 0:00,,,Projektmanagement und Kommunikation,,Zürcher Hochschule Winterthur (ZHW),Studiengang Kommunikation und Informatik (Wirtschaftsinformatik) 
26,209,3/10/2000 0:00,3/24/2001 0:00,,"statische Datenanalyse, Data Mining","Dynamische System, stochastische Prozessmodellierung",,Zürcher Hochschule Winterthur ,Studiengang Datenanalyse und Prozessdesign
26,210,3/18/1999 0:00,3/17/2001 0:00,,,,,Zürcher Hochschule Winterthur (ZHW),Zulassungsstudium und Vorbereitung für das Hauptstudium
26,211,3/10/1995 0:00,3/25/1999 0:00,,,,,Technische Berufsschule Metallarbeiterschule MSW,"Eidg. Dipl. Maschinenmechanikerin, Fachrichtung Feinwerktechnik"
26,212,1/18/2011 0:00,1/19/2011 0:00,IREB® / SAQ CPRE Foundation Level,,Requirements Engineering,Altstetten ZH,SAQ,IREB® / SAQ Certified Professional for Requirements Engineering Foundation Level
26,213,7/4/2010 0:00,7/7/2010 0:00,Scrum Master,,,Zürich,ERNI Consulting AG,SCRUM Master
26,214,5/1/2009 0:00,5/3/2009 0:00,Software Tester - Advanced Level Technical Tester,,,Altstetten ZH,SAQ,ISTQB® / SAQ Certified Software Tester - Advanced Level Technical Tester
26,215,1/1/2009 0:00,1/2/2009 0:00,Software Tester - Advanced Level Test Manager,,,Altstetten ZH,SAQ,ISTQB® / SAQ Certified Software Tester - Advanced Level Test Manager
26,216,1/1/2008 0:00,1/1/2008 0:00,Software Tester - Foundation Level,,,Altstetten ZH,SAQ,ISTQB® / SAQ Certified Software Tester - Foundation Level
27,217,4/1/2008 0:00,4/1/2009 0:00,,,,,,Certified Project Manager IPMA Level C
